constructionyear;locality;organbuilder;architect;stopsnumber;manualsnumber;pedals;oc_lat;oc_lng;oc_formatted
1975;Asp Kirke ;Th. Frobenius & Sønner;Leopold Teschl i samarbejde med orgelbyggeriet. [Meddelt af orgelbyggeriet 1976].;7;1;Pedal;56.4344591;8.5062908;Asp Kirke, Aspvej, Asp, Denmark
1878;Asserballe Kirke ;Ph. Furtwängler & Söhne;;9;1;Pedal;54.9657308;9.9533808;Asserballe Kirke, Pilehavevej, 6440 Augustenborg, Denmark
1973;Astrup Kirke ;Gunnar Fabricius Husted;;5;1;Anhangspedal;54.8479084;12.0842448;Aastrup Kirke, Kirkebakken, 4871 Horbelev, Denmark
1975;Astrup Kirke ;P. Bruhn & Søn;;14;2;Pedal;54.8479084;12.0842448;Aastrup Kirke, Kirkebakken, 4871 Horbelev, Denmark
1982;Aså Kirke ;Bruno Christensen & Sønner;;14;2;Pedal;NA;NA;NA
1989;Aunede Kirke ;Th. Frobenius & Sønner;Ebbe Lehn Petersen;6;1;Pedal;NA;NA;NA
1982;Aunslev Kirke ;Marcussen & Søn;;11;2;Pedal;55.3545725;10.7130542;Aunslev Kirke, Aunslev Kirkevej, 5540 Ullerslev, Denmark
1978;Avedøre Kirke ;Th. Frobenius & Sønner;;20;2;Pedal;55.6273957;12.4437314;Avedøre Kirke, Trædrejerporten, 2660 Brøndby, Denmark
1960;Aversi Kirke ;Frederiksborg Orgelbyggeri;Rolf Graae [if. Dansk Orgelaarbog 1987-1989, s. 12].;5;1;Anhangspedal;55.3451398;11.8516131;Aversi Kirke, Tornelundsvej, Naestved Municipality, Denmark
1970;Avnsø Kirke ;I. Starup & Søn;;5;1;Pedal;55.639049;11.3166521;Avnsø Kirke, Øresøvej, 4470 Svebølle, Denmark
1980;Bakkendrup Kirke ;I. Starup & Søn;;4;1;(Intet Pedal);55.5644313;11.2438343;Bakkendrup Kirke, Kirkevej, Kalundborg Municipality, Denmark
1906;Balle Valgmenighedskirke ;A.C. Zachariasen;;5;1;(Intet Pedal);55.7095913;9.3738849;Balle Valgmenighedskirke, Ballevej, 7182 Bredsten, Denmark
1859;Fårdrup Kirke ;Frederik Hoffmann Ramus;;6;1;(Intet Pedal);55.3210119;11.3437103;Fårdrup Kirke, Seerdrupvej, Slagelse Municipality, Denmark
1961;Slaglille Kirke ;Frederiksborg Orgelbyggeri;;4;1;(Intet Pedal);55.4427724;11.6220689;Slaglille Kirke, Slaglillevej, 4173 Fjenneslev, Denmark
1941;Vejle, Vor Frelsers Kirke ;Marcussen & Søn;;32;3;Pedal;55.7099916;9.5389099;Vor Frelsers Kirke, Jernbanegade, 7100 Vejle, Denmark
1956;Vejle, Sct. Johannes Kirke ;Th. Frobenius & Co;Mogens Koch;33;3;Pedal;55.7148279;9.5237005;Sankt Johannes Kirke, Johannesgade, 7100 Vejle, Denmark
1939;Vejle, Sct. Norberts Kirke ;Marcussen & Søn;Poul-Gerhard Andersen [se noter];11;2;Pedal;55.7076577;9.531878;Sct. Norberts kirke, Blegbanken, 7100 Vejle, Denmark
1981;Vejlby Kirke ;Th. Frobenius & Sønner;;6;1;Pedal;56.1951459;10.2118118;Vejlby Kirke, Filosofgangen, 8240 Risskov, Denmark
1976;Fredericia, Hannerup Kirke ;Bruno Christensen & Sønner;Tyge Arnfred (kirkens arkitekt). [Fredericia Dagblad 03-12-1976].;23;2;Pedal;55.5623667;9.7195728;Hannerup Kirke, Prangervej, 7000 Fredericia, Denmark
1951;Fredericia, Sct. Michaelis Kirke ;Th. Frobenius & Co;Gustav F. Hetsch;27;2;Pedal;NA;NA;NA
1858;Dråby Kirke ;Demant & Søn;;12;2;Pedal;56.2228935;10.7037305;Dråby Kirke, Dråby Søvej, 8400 Ebeltoft, Denmark
2003;Ulse Kirke ;P.G. Andersen & Bruhn;;7;2;Pedal;55.2928156;12.0124325;Ulse Kirke, Ulsevej, 4683 Rønnede, Denmark
1970;Rørby Kirke ;Jensen & Thomsen;;11;2;Pedal;55.6442109;11.1586687;Rørby Kirke, Møllevangen, Rørby, Denmark
1948;Heden Kirke ;Marcussen & Søn;;7;1;Pedal;55.2478493;10.3716759;Heden Kirke, Byvej, Heden, Denmark
1974;Glyngøre Kirke ;P. Bruhn & Søn;;7;1;Pedal;56.7607792;8.8689271;Glyngøre Kirke, Bredgade, Glyngøre, Denmark
1856;Herlev, Vor Frue Kirke ;Jens Gregersen;;6;1;(Intet Pedal);55.7262826;12.438983;Vor Frue Kirke, Herlevgårdsvej, 2730 Herlev, Denmark
1873;Hornslet Kirke ;Daniel Köhne;;12;2;Pedal;56.3141551;10.3210826;Hornslet Kirke, Løgtenvej, 8543 Hornslet, Denmark
1934;Hygum Kirke ;Marcussen & Søn;;7;1;Anhangspedal;55.3531796;8.9781611;Sønder Hygum Kirke, Ribevej, Sønder Hygum, Denmark
1860;Humble Kirke ;Daniel Köhne;;16;2;Pedal;54.8342506;10.7058925;Humble Kirke, Brandsbyvej, 5932 Humble, Denmark
1955;Knudsker, Sct. Knuds Kirke ;Th. Frobenius & Co;;7;1;Pedal;NA;NA;NA
1975;Ledøje Kirke ;Jensen & Thomsen;;13;2;Pedal;55.7105871;12.296526;Ledøje Kirke, Ledøje Søndre Gade, 2765 Smørum, Denmark
1984;Køge, Boholte Kirke ;Gunnar Fabricius Husted;;26;3;Pedal;55.4442262;12.1638621;Boholte Kirke, Tyttebærvej, 4600 Køge, Denmark
1980;Mou Kirke ;P. Bruhn & Søn;;8;1;Pedal;56.9662133;10.2215245;Mou Kirke, Dokkedalvej, Mou, Denmark
1964;Lyngby Kirke ;Jydsk Orgelbyggeri;;5;1;Pedal;55.773475;12.5002735;Lyngby Kirke, Lyngby Hovedgade, 2800 Kongens Lyngby, Denmark
1969;Nørup Kirke ;Th. Frobenius & Sønner;;8;1;Pedal;55.7197403;9.3054718;Nørup Kirke, De Lichtenbergs Vej, 7321 Gadbjerg, Denmark
1915;Rejsby Kirke ;Marcussen & Søn;;7;2;Pedal;55.2376606;8.7142528;Rejsby Kirke, Nørrerad, Tønder Municipality, Denmark
1983;Skovby Kirke ;Marcussen & Søn;Rolf Graae i samarbejde med Birch & Svenning [Infomedia].;12;2;Pedal;56.1569406;9.94663;Skovby Kirke, Kirkegyden, 8464 Galten, Denmark
1990;Skelager Kirke ;Bruno Christensen & Sønner;;20;2;Pedal;56.192188;10.1948757;Skelager Kirke, Skelagervej, 8200 Aarhus N, Denmark
1963;Sindal gamle Kirke ;Th. Frobenius & Co;;6;1;Pedal;57.4840425;10.1802033;Sindal gamle Kirke, Astrupvej, Sindal, Denmark
1966;Herning, Sct. Peters Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal);NA;NA;NA
1988;Svendborg, Fredens Kirke ;Bruno Christensen & Sønner;Ebbe Lehn Petersen [Iflg. indvielsesprogram];20;2;Pedal;55.0651986;10.6293465;Fredens Kirke, Fruerstuevej, 5700 Svendborg, Denmark
1982;Vejlby Kirke ;Bruno Christensen & Sønner;;14;2;Pedal;56.1951459;10.2118118;Vejlby Kirke, Filosofgangen, 8240 Risskov, Denmark
1981;Todbjerg Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;Åge Kristensen [se noter].;19;2;Pedal;56.2683546;10.2109462;Todbjerg Kirke, Grimsbrovej, 8530 Hjortshøj, Denmark
1863;Våbensted Kirke ;Jens Gregersen;;6;1;(Intet Pedal);54.7894344;11.5833717;Våbensted Kirke, Våbensted Byvej, Guldborgsund Municipality, Denmark
1968;Vestenskov Kirke ;Th. Frobenius & Co;;5;1;Pedal;54.7892727;11.093882;Vestenskov Kirke, Vestenskov Kirkevej, Vestenskov, Denmark
1973;Vellev Kirke ;Jydsk Orgelbyggeri;;5;1;Pedal;56.3701117;9.8166141;Vellev Kirke, Øksendalvej, 8860 Ulstrup, Denmark
1968;Ørridslev Kirke ;P. Bruhn;> 2016: Mogens Svenning i samarbejde med Svend Prip og Peter Christensen [Meddelt 2016 af orgelbyggeriet].;11;2;Pedal;55.9314595;9.9353691;Ørridslev Kirke, Kirkevej, 8732 Hovedgård, Denmark
1974;Balslev Kirke ;Bruno Christensen & Sønner;;7;1;Pedal;55.4251019;9.8957484;Balslev Kirke, Granlyvej, 5592 Ejby, Denmark
1971;Tulstrup Kirke ;Marcussen & Søn;H.P. Holm Nielsen [Orglet 2013,1].;7;1;Pedal;56.0280935;10.14452;Tulstrup Kirke, Tulstrupvej, 8320 Mårslet, Denmark
1976;Bederslev Kirke ;Bruno Christensen & Sønner;;4;1;(Intet Pedal);55.5509667;10.3436193;Bederslev Kirke, Bederslev, Nordfyn Municipality, Denmark
1986;Benløse Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;16;2;Pedal;55.4698475;11.8062283;Benløse Kirke, Benløse By, 4100 Ringsted, Denmark
1875 (?);Bigum Kirke ;J.A. Demant;;3;1;(Intet Pedal);56.5410876;9.6586112;Bigum Kirke, Lergravsvej, Viborg Municipality, Denmark
1980;Billum Kirke ;Th. Frobenius & Sønner;> Rolf Graae & Richard Aas;8;1;Pedal;55.6118837;8.3221155;Billum Kirke, Tarphagevej, 6852 Billum, Denmark
1973;Billund Kirke ;P. Bruhn & Søn;;17;2;Pedal;55.7302141;9.1179972;Billund Kirke, Skulpturstien, 7190 Billund, Denmark
1985;Binderup Kirke ;Gunnar Fabricius Husted;;5;1;Pedal;56.7640028;9.5582543;Binderup Kirke, Gammel Viborgvej, Rebild Municipality, Denmark
1970;Bindslev Kirke ;Bruno Christensen;;14;2;Pedal;57.5328887;10.1734511;Bindslev Kirke, Kirkevej, 9881 Bindslev, Denmark
1969;Birkende Kirke ;Th. Frobenius & Sønner;> Ebbe Lehn Petersen. [Se noter].;8;1;Pedal;55.3812859;10.567159;Birkende Kirke, Hans Tausensgade, 5550 Langeskov, Denmark
1974;Bjerager Kirke ;Th. Frobenius & Sønner;H.P. Holm Nielsen. [se noter].;7;1;Pedal;55.9527432;10.2159434;Bjerager Kirke, Eriksmindevej, 8300 Odder, Denmark
1976;Bjergby Kirke ;Jydsk Orgelbyggeri;Poul Hansen og Ib Lydholm [medd. fra orgelbyggeriet 1977];4;1;(Intet Pedal);57.5147778;10.0475039;Bjergby Kirke, Træholtvej, Bjergby, Denmark
1989;Bjerregrav Kirke ;Bruno Christensen & Sønner;;6;1;Pedal;56.5784627;9.5025191;Vester Bjerregrav Kirke, Kirkevænget, 9632 Møldrup, Denmark
1966;Bjerringbro Kirke ;Frederiksborg Orgelbyggeri;;21;2;Pedal;56.3781477;9.6602204;Bjerringbro Kirke, Nørregade, 8850 Bjerringbro, Denmark
1966;Blegind Kirke ;Th. Frobenius & Co;Aksel Skov og Aage Kristensen;5;1;Pedal;56.0673408;10.072488;Blegind Kirke, Kirkevænget, 8355 Solbjerg, Denmark
1959;Blidstrup Kirke ;Jydsk Orgelbyggeri;;4;1;Anhangspedal;56.7161219;8.6919568;Blidstrup Kirke, Åbakken, 7970 Redsted, Denmark
1970;Blovstrød Kirke ;Jensen & Thomsen;;7;1;Pedal;55.8648642;12.3878413;Blovstrød Kirke, Kærvej, 3450 Allerød, Denmark
1976;Blære Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal;56.8659171;9.5119409;Blære Kirke, Gammel Blærevej, Vesthimmerland Municipality, Denmark
1970;Bodilsker, Bodils Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;6;1;Pedal;55.0612822;15.0712035;Bodils kirke, Rønnevej, 3730 Nexø, Denmark
1968;Boeslunde Kirke ;Th. Frobenius & Sønner;;10;2;Pedal;55.3015889;11.2708856;Boeslunde Kirke, Sønderupvej, 4242 Boeslunde, Denmark
1958;Bogø Kirke ;Th. Frobenius & Co;;6;1;Anhangspedal;54.9320057;12.0479145;Bogø Kirke, Søvangsvej, 4793 Bogø, Denmark
1981;Borbjerg Kirke ;Th. Frobenius & Sønner;;11;2;Pedal;56.4050211;8.7557966;Borbjerg Kirke, Trabjergvej, Borbjerg, Denmark
1988;Borre Kirke ;Albert E. Lang;;10;2;Pedal;54.9960078;12.4472518;Borre Kirke, Klintevej, 4791 Borre, Denmark
1978;Borris Kirke ;Frederiksborg Orgelbyggeri;;10;2;Pedal;55.9550526;8.656059;Borris Kirke, Kirkevej, Borris, Denmark
1987;Borup Kirke ;Albert E. Lang;Rolf Graae (1987), se noter.;12;2;Pedal;56.5048888;9.9854623;Borup Kirke, Borup Byvej, 8920 Randers NV, Denmark
1871;Borup Kirke ;J.A. Demant;;6;1;Pedal;56.5048888;9.9854623;Borup Kirke, Borup Byvej, 8920 Randers NV, Denmark
1977;Bovlund Frimenighedskirke ;Bruno Christensen & Sønner;> 1977: Orgelbyggeriet [Se noter]. > 2009: Wilhelmsen, Marxen og Bech-Jensen, Aarhus [Orglet 2010,1. se noter].;6;1;Pedal;55.1018414;9.1041386;Bovlund Frimenighedskirke, Bovlund Bjergvej, 6535 Branderup, Denmark
1988;Brande Kirke ;Marcussen & Søn;Harald Lønborg-Jensen (1939) Kr. Kristiansen (1988);19;2;Pedal;55.9453154;9.125056;Brande Kirke, Storegade, 7330 Brande, Denmark
1908;Branderslev Kirke ;A.H. Busch & Sønner;;4;1;(Intet Pedal);54.8723406;11.139079;Branderslev Kirke, Adamsgavevej, 4900 Nakskov, Denmark
1985;Branderup Kirke ;Marcussen & Søn;;7;1;Pedal;55.1283406;9.0788478;Branderup Kirke, Branderup Kirkevej, 6535 Branderup, Denmark
1980;Brandstrup Kirke ;Carsten Lund;;5;1;(Intet Pedal);56.3629779;9.5072937;Brandstrup Kirke, Brandstrup Søvej, 8840 Rødkærsbro, Denmark
1967;Bredballe Kirke ;Th. Frobenius & Sønner;Bent Mikkelsen (1980).;15;2;Pedal;55.7145521;9.6078986;Bredballe Kirke, Mølgårdsvej, 7120 Vejle, Denmark
1965;Brede Kirke ;Marcussen & Søn;;10;2;Pedal;55.0581378;8.832699;Brede Kirke, Hovedvejen, Bredebro, Denmark
1894;Bredstrup Kirke ;Frederik Nielsen;;6;1;(Intet Pedal);55.589446;9.6617616;Bredstrup Kirke, Bredstrupvej, Bredstrup, Denmark
1968;Bregninge Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal;54.7051352;11.6880432;Bregninge Kirke, Grønnegadevej, 4880 Nysted, Denmark
1971;Brejning Kirke ;Th. Frobenius & Sønner;Mogens Koch [Nyholm 1987].;7;1;Pedal;56.1124323;8.5003076;Brejning Kirke, Kærhusvej, 6971 Spjald, Denmark
1978;Aarhus, Risskov Kirke ;Marcussen & Søn;;31;2;Pedal;56.1881652;10.2363797;Risskov Kirke, Solbakken, 8240 Risskov, Denmark
1974;Årestrup Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal;NA;NA;NA
1942;Øster Assels kirke ;Marcussen & Søn;;7;1;Pedal;56.7027709;8.6957645;Øster Assels Kirke, Kirkestræde, 7990 Øster, Denmark
1977;Horsens Klosterkirke;Bruno Christensen & Sønner;;4;1;(Intet Pedal);NA;NA;NA
1978;Vejle, Mølholm Kirke ;Bruno Christensen & Sønner;Kuno Mielbye [iflg. Vejle Amts Folkeblad 28. august 1978].;21;2;Pedal;55.6957081;9.5473741;Mølholm Kirke, Niels Skousvej, 7100 Vejle, Denmark
1903;Bringstrup Kirke ;I. Starup;;8;1;Pedal;55.4475113;11.7297183;Bringstrup Kirke, Egerupvej, Ringsted Municipality, Denmark
1977;Brorstrup Kirke ;Frederiksborg Orgelbyggeri;;4;1;Anhangspedal;56.7631535;9.6521405;Brorstrup Kirke, Brorstrupvej, 9610 Nørager, Denmark
1975;Brudager Kirke ;Th. Frobenius & Sønner;;5;1;Pedal;55.1157504;10.6750652;Brudager Kirke, Vejstrupvej, 5882 Vejstrup, Denmark
1974;Brylle Kirke ;Th. Frobenius & Sønner;;10;2;Pedal;55.3245369;10.2466604;Brylle Kirke, Toftevej, 5690 Tommerup, Denmark
1973;Brændekilde Kirke ;Marcussen & Søn;Ebbe Lehn Petersen.;6;1;Pedal;55.351454;10.276998;Brændekilde Kirke, Ravnebjerggyden, 5491 Blommenslyst, Denmark
1977;Brøndbyvester Kirke ;P. Bruhn & Søn;Erik Rasmussen [Andreassen 1987].;20;2;Pedal;55.6455886;12.4090746;Brøndbyvester Kirke, Kirkebjerg Allé, 2605 Brøndby, Denmark
1976;Brønderslev Gamle Kirke ;Bruno Christensen & Sønner;Leopold Teschl;14;2;Pedal;57.2691988;9.9637699;Brønderslev Gamle Kirke, Kirkevej, 9700 Brønderslev, Denmark
1971;Buddinge Kirke ;Th. Frobenius & Sønner;;18;2;Pedal;55.7441982;12.4947914;Buddinge Kirke, Buddingevej, 2860 Søborg, Denmark
1898;Buerup Kirke ;I. Starup;;4;1;(Intet Pedal);55.5924206;11.342026;Buerup Kirke, Lillevej, Kalundborg Municipality, Denmark
1878;Bur Kirke ;Knud Olsen;;4;1;(Intet Pedal);56.3618788;8.4453112;Burgård, Bur Kirke, Bur Kirkevej, Bur, Denmark
1984;Burkal Kirke ;Bruno Christensen & Sønner;;13;2;Pedal;54.9265032;9.0671494;Burkal Kirke, Stemmildvej, 6372 Bylderup-Bov, Denmark
1967;Bursø Kirke ;I. Starup & Søn;;5;1;Pedal;54.7366118;11.4887661;Bursø Kirke, Bursøvej, 4960 Holeby, Denmark
1981;Butterup Kirke ;Svend E. Nielsen;;5;1;(Intet Pedal);55.7005028;11.6214365;Butterup Kirke, Butterup Byvej, 4420 Regstrup, Denmark
1951;Bylderup Kirke ;Marcussen & Søn;;16;2;Pedal;54.9456577;9.0988572;Bylderup Kirke, Æ Frøsti, 6372 Bylderup-Bov, Denmark
1972;Bække Kirke ;P. Bruhn;;9;2;Pedal;55.5690072;9.137771;Bække Kirke, Søndergade, 6622 Bække, Denmark
1971;Bælum Kirke ;Th. Frobenius & Sønner;;7;1;Pedal;56.8319027;10.1186357;Bælum Kirke, Vestergade, 9574 Bælum, Denmark
1976;Børsmose Kirke ;Bruno Christensen & Sønner;;4;1;(Intet Pedal);55.6597447;8.1854264;Børsmose Kirke, Kærgårdvej, 6853 Vejers, Denmark
1871 (?);Bøstrup Kirke ;J.A. Demant;;5;1;(Intet Pedal);55.0452747;10.8814376;Bøstrup Kirke, Bøstrupvej, 5953 Tranekær, Denmark
1965;Bøvling Kirke ;Th. Frobenius & Co;"Typeorgel ""Hørve"".";10;2;Pedal;56.4475188;8.1826958;Bøvling Kirke, Gammelgårde, Bøvlingvej, 7650 Bøvlingbjerg, Denmark
1972;Bårse Kirke ;Frederiksborg Orgelbyggeri;;5;1;Pedal;55.1270721;11.953893;Bårse Kirke, Præstegårdsvej, Bårse, Denmark
1978;Daler Kirke ;Bruno Christensen & Sønner;;10;2;Pedal;54.9696842;8.745615;Daler Kirke, Peter Jessensvej, 6280 Højer, Denmark
1986;Dalum Kirke ;Marcussen & Søn;Knud Lehn Petersen (1927).;26;2;Pedal;55.3636365;10.3753621;Dalum Kirke, Kærlighedsstien, 5260 Odense S, Denmark
1918 (?);Damsholte Kirke ;Chr. Winther & Th. Frobenius;;7;2;Pedal;54.9396907;12.215281;Damsholte Church, Grønsundvej, Vordingborg Municipality, Denmark
1978;Dannemare Kirke ;Th. Frobenius & Sønner;;7;1;Pedal;54.7617858;11.1885717;Dannemare Kirke, Præstevangen, 4983 Dannemare, Denmark
1973;Davinde Kirke ;Bruno Christensen;Ebbe Lehn Petersen [Se noter];6;1;Pedal;55.3391919;10.5411486;Davinde Kirke, Tingkærvej, 5863 Ferritslev, Denmark
1969;Dokkedal Kirke ;Brdr. Bruhn;;5;1;Anhangspedal;56.9009376;10.2541695;Dokkedal Kirke, Møllesøvej, Dokkedal, Denmark
1960;Dollerup Kirke ;Marcussen & Søn;;5;1;Pedal;56.3718255;9.3082633;Dollerup Kirke, Dollerupvej, Skelhøje, Denmark
1979;Dommerby Kirke ;Bruno Christensen & Sønner;;6;1;Pedal;56.5521071;9.0832863;Dommerby Kirke, Dommerby, Central Denmark Region, Denmark
1952;Dorf Kirke ;Th. Frobenius & Co;;9;2;Pedal;57.2258256;10.2863137;Dorf Kirke, Trintvedvej, 9330 Dronninglund, Denmark
1971;Dover Kirke ;I. Starup & Søn;;8;2;Pedal;56.0781257;9.835592;Dover Kirke, Alkenvej, Skanderborg Municipality, Denmark
1980;Dragstrup Kirke ;Frederiksborg Orgelbyggeri;;5;1;Pedal;56.8227823;8.6682312;Dragstrup Kirke, Helligkildevej, 7950 Erslev, Denmark
1787;Dreslette Kirke;Hartvig Jochum Müller;;10;1;(Intet Pedal);55.2258553;10.037008;Dreslette Kirke, Kirkevej, 5631 Ebberup, Denmark
1969;Dronningborg Kirke ;Bruno Christensen;;14;2;Pedal;56.4722392;10.0625199;Dronningborg Kirke, Egholmsvej, 8930 Randers NØ, Denmark
1850 (?);Randers, Sct. Peders Kirke;Frederik Hoffmann Ramus;;5;1;(Intet Pedal);NA;NA;NA
1981;Durup Kirke ;Bruno Christensen & Sønner;;8;2;Pedal;56.7447459;8.9551011;Durup Kirke, Hovedgaden, 7870 Roslev, Denmark
1983;Dybe Kirke ;Marcussen & Søn;;7;1;Pedal;56.5107123;8.1713951;Dybe Kirke, Stamphøjvej, Ferring, Denmark
1986;Dyrup Kirke ;P. Bruhn & Søn;Holger Jensen (se noter).;20;2;Pedal;55.35041;10.3367749;Dyrup Kirke, Tranehøjen, 5250 Odense SV, Denmark
1901;Ebdrup Kirke ;Frederik Nielsen;;4;1;(Intet Pedal);56.3426424;10.5452551;Ebdrup Kirke, Ebdrupvej, 8560 Kolind, Denmark
1978;Egens Kirke ;Bruno Christensen & Sønner;;4;1;(Intet Pedal);56.2694363;10.5121761;Egens Kirke, Kirketoften, Syddjurs Municipality, Denmark
1981;Egense Kirke ;P. Bruhn & Søn;> 1981: Lars Mindedal [Orglet 1982,1]. NB: ældre facade genbrugt. > 2017: Havsteen Mikkelsen Tegnestue [Orglet 2018,1].;12;2;Pedal;55.056026;10.528039;Egense Kirke, Hellegårdsvej, Svendborg Municipality, Denmark
1966;Egernsund Kirke ;Marcussen & Søn;;10;2;Pedal;54.9041455;9.6091084;Egernsund Kirke, Sundgade, 6320 Egernsund, Denmark
1885;Eggeslevmagle Kirke ;Knud Olsen;;5;1;(Intet Pedal);55.2861446;11.3491696;Eggeslevmagle Kirke, Præstestræde, Slagelse Municipality, Denmark
1937;Egvad Kirke ;Marcussen & Søn;;7;1;Pedal;55.0765471;9.2529256;Egvad Kirke, Øbening Kirkevej, Aabenraa Municipality, Denmark
1973;Ejby Kirke ;Bruno Christensen;;8;2;Pedal;55.3959282;10.4230111;Vor Frelsers Kirke, Ejbygade, 5230 Odense M, Denmark
1979;Ejlby Kirke ;Bruno Christensen & Sønner;;4;1;(Intet Pedal);55.5381984;10.1762506;Ejlby Kirke, Ejlbyvej, Nordfyn Municipality, Denmark
1976;Ejsing Kirke ;Marcussen & Søn;> Poul Hansen & Ib Lydholm [Meddelt af orgelbyggeriet 1977];10;2;Pedal;56.5224937;8.7863091;Ejsing Kirke, Vinderupvej, 7830 Vinderup, Denmark
1983;Ellested Kirke ;Bruno Christensen & Sønner;;5;1;Pedal;55.2552967;10.6093554;Ellested Kirke, Ellebækvej, 5854 Gislev, Denmark
1983;Ellinge Kirke ;Bruno Christensen & Sønner;;5;1;Pedal;55.3164929;10.6190039;Ellinge Kirke, Kirkeballe, 5863 Ferritslev, Denmark
1973;Elsborg Kirke ;Jensen & Thomsen;;4;1;Anhangspedal;56.3330823;9.4838603;Elsborg Kirke, Bredmosevej, 8840 Rødkærsbro, Denmark
1972;Elsø Kirke ;Bruno Christensen;;4;1;(Intet Pedal);56.8037985;8.7911879;Elsø Kirke, Kirkekrogen, 7900 Nykøbing, Denmark
1971;Enderslev Kirke ;Th. Frobenius & Sønner;;4;1;(Intet Pedal);NA;NA;NA
1975;Engesvang Kirke ;Frederiksborg Orgelbyggeri;;7;2;Pedal;56.1757051;9.3327512;Engesvang Kirke, Karupvej, 7442 Engesvang, Denmark
1964;Enslev Kirke ;Jydsk Orgelbyggeri;Rolf Graae [Iflg. Dansk Orgelaarbog 1987-1989 s. 13].;4;1;Anhangspedal;56.4173634;10.8134856;Enslev Kirke, Kirkevej, Norddjurs Municipality, Denmark
1969;Erritsø kirke ;Bruno Christensen;Helge Andreassen;8;2;Pedal;55.5477973;9.7002347;Erritsø Kirke, Erritsø Bygade, 7000 Fredericia, Denmark
1936;Erslev Kirke ;Marcussen & Søn;;5;1;Anhangspedal;56.8315957;8.7527842;Erslev Kirke, Kirkevænget, 7950 Erslev, Denmark
1885;Sønder Harridslev Kirke ;Frederik Nielsen;;8;1;Pedal;NA;NA;NA
1975;Gødvad Kirke ;Jydsk Orgelbyggeri;Edvard Thomsen [iflg. Hansen 2003].;13;2;Pedal;56.1912845;9.6204305;Gødvad Kirke, Gødvad Kirkevej, Resenbro, Denmark
1899;Essenbæk Kirke ;A.H. Busch & Sønner;;7;1;Pedal;56.4407423;10.1489573;Essenbæk Kirke, Storegade, 8960 Randers SØ, Denmark
1978;Falkerslev Kirke ;Frederiksborg Orgelbyggeri;;5;1;(Intet Pedal);54.8362919;12.0001052;Falkerslev Kirke, Kirkevej, Guldborgsund Municipality, Denmark
1975;Falling Kirke ;Bruno Christensen & Sønner;;7;1;Pedal;55.9102297;10.1363732;Falling Kirke, Alrøvej, Odder Municipality, Denmark
1978;Falsled Kirke ;Bruno Christensen & Sønner;;5;1;Pedal;NA;NA;NA
1957;Farre Kirke ;Frederiksborg Orgelbyggeri;;5;1;Anhangspedal;55.8072854;9.2560786;Farre Kirke, Kirkevej, 7323 Give, Denmark
1978;Farstrup Kirke ;Gunnar Fabricius Husted;;10;2;Pedal;56.983353;9.4623114;Farstrup Kirke, Nymøllevej, Farstrup, Denmark
1969;Farsø Kirke ;Bruno Christensen;;12;2;Pedal;56.7740448;9.3391182;Farsø Kirke, Søvej, 9640 Farsø, Denmark
1987;Faster Kirke ;P. Bruhn & Søn;;12;2;Pedal;55.9863424;8.5921536;Faster Kirke, Slumstrupvej, Ringkøbing-Skjern Municipality, Denmark
1943;Fasterholt Kirke ;Th. Frobenius & Co;;6;1;(Intet Pedal);56.0085486;9.1140265;Fasterholt Kirke, Ejstrupvej, Fasterholt, Denmark
1978;Faurholt Kirke ;Th. Frobenius & Sønner;;6;1;Pedal;56.1792025;9.1304477;Faurholt Kirke, Ringstrupvej, Ikast-Brande Municipality, Denmark
1978;Fausing Kirke ;Jydsk Orgelbyggeri;;10;2;Pedal;56.4452657;10.2819932;Fausing Kirke, Kirkegårdsvej, Fausing, Denmark
1884;Femø Kirke ;Frederik Nielsen;;5;1;(Intet Pedal);54.9727443;11.5224422;Femø Kirke, Kirke Allé, 4945 Femø, Denmark
1966;Ferslev Kirke ;I. Starup & Søn;;6;1;Pedal;55.7609272;11.9136869;Ferslev Kirke, Skolestrædet, 4050 Skibby, Denmark
1967;Filadelfia, koloniens kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;12;2;Pedal;NA;NA;NA
1982;Filskov Kirke ;P. Bruhn & Søn;> Orgelbyggeriet. [se noter].;8;1;Pedal;55.8137215;9.0238783;Filskov Kirke, Omme Landevej, Filskov, Denmark
1975;Nykøbing Falster, Hellig Kors Kirke ;P. Bruhn & Søn;;5;1;Anhangspedal;54.7643764;11.8782094;Hellig Kors Kirke, Bispegade, 4800 Nykøbing, Denmark
1980;Fjaltring Kirke ;Bruno Christensen & Sønner;;8;1;Pedal;56.4759027;8.131908;Fjaltring Kirke, Rubyvej, Fjaltring, Denmark
1975;Fjelde Kirke ;I. Starup & Søn;;4;1;(Intet Pedal);54.7507185;11.6632844;Fjelde Kirke, Fjelde Byvej, 4990 Sakskøbing, Denmark
